Event #0 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
 55.469   402.8  55.469   368.2
 55.664   374.8  55.664   337.8
 55.859   327.9  55.859   281.5
 56.055   284.2  56.055   232.8
 56.250   219.0  56.250   161.5
 56.445   173.1  56.445   118.1
 56.641    96.8  56.641    41.4
 56.836    51.9  56.836    -4.6
 57.031   -15.5  57.031   -75.9
 57.227   -67.9  57.227  -120.6
 57.422  -156.2  57.422  -204.1
 57.617  -198.7  57.617  -242.3
 57.812  -261.4  57.812  -304.0
 58.008  -304.3  58.008  -343.1
 58.203  -360.5  58.203  -395.2
 58.398  -391.2  58.398  -422.8
 58.594  -434.6  58.594  -461.1
 58.789  -461.2  58.789  -479.2
 58.984  -484.0  58.984  -498.4
 59.180  -499.9  59.180  -499.9
 59.375  -499.9  59.375  -499.9
 59.570  -499.9  59.570  -499.9
 59.766  -499.9  59.766  -498.0
 59.961  -499.9  59.961  -486.2
 60.156  -474.7  60.156  -446.3
 60.352  -448.3  60.352  -410.9
 60.547  -409.9  60.547  -373.8
 60.742  -377.5  60.742  -336.7
 60.938  -311.9  60.938  -267.3
 61.133  -269.1  61.133  -219.2
 61.328  -195.7  61.328  -142.9
 61.523  -141.5  61.523   -87.2
 61.719   -70.9  61.719   -17.7
 61.914   -20.8  61.914    35.6
 62.109    64.5  62.109   110.9
 62.305   102.0  62.305   160.7
 62.500   175.3  62.500   221.3
 62.695   224.1  62.695   261.9
 62.891   286.4  62.891   321.1
 63.086   313.0  63.086   345.5
 63.281   362.7  63.281   391.1
 63.477   396.1  63.477   417.0
 63.672   432.4  63.672   448.0
 63.867   449.0  63.867   457.9
 64.062   469.7  64.062   474.5
 64.258   477.6  64.258   477.3
 64.453   483.5  64.453   476.2
 64.648   481.0  64.648   471.4
 64.844   474.3  64.844   456.6
 65.039   460.4  65.039   439.3
 65.234   435.1  65.234   403.7
 65.430   411.5  65.430   379.7
 65.625   368.5  65.625   327.0
 65.820   328.7  65.820   284.0
 66.016   274.6  66.016   222.2
 66.211   237.9  66.211   188.2
 66.406   167.6  66.406   112.8
 66.602   114.5  66.602    58.6
 66.797    41.1  66.797   -11.3
 66.992    -8.3  66.992   -61.9
 67.188   -92.9  67.188  -150.4
 67.383  -132.2  67.383  -179.6
 67.578  -206.7  67.578  -259.4
 67.773  -250.4  67.773  -290.0
 67.969  -309.7  67.969  -350.7
 68.164  -343.5  68.164  -378.6
 68.359  -406.7  68.359  -436.4
 68.555  -423.1  68.555  -449.8
 68.750  -465.2  68.750  -487.0
 68.945  -489.1  68.945  -496.7
 69.141  -499.9  69.141  -499.9
 69.336  -499.9  69.336  -499.9
 69.531  -499.9  69.531  -499.9
 69.727  -499.9  69.727  -499.9
 69.922  -499.9  69.922  -479.0
 70.117  -486.3  70.117  -458.3
 70.312  -450.7  70.312  -420.3
 70.508  -419.2  70.508  -383.7
 70.703  -362.7  70.703  -318.1
 70.898  -335.0  70.898  -290.9
 71.094  -267.7  71.094  -217.0
 71.289  -213.3  71.289  -162.2
 71.484  -140.0  71.484   -83.8
 71.680   -87.0  71.680   -29.3
 71.875   -11.2  71.875    40.8
 72.070    35.0  72.070    91.7
 72.266   115.8  72.266   161.7
 72.461   152.7  72.461   201.6
 72.656   227.1  72.656   273.0
 72.852   272.5  72.852   307.7
 73.047   322.9  73.047   354.2
 73.242   356.2  73.242   382.4
 73.438   401.3  73.438   420.1
 73.633   422.4  73.633   438.3
 73.828   450.7  73.828   461.9
 74.023   463.0  74.023   469.3
 74.219   479.7  74.219   478.1
 74.414   483.2  74.414   479.0
 74.609   483.4  74.609   469.4
 74.805   476.4  74.805   461.5
 75.000   462.0  75.000   438.1
 75.195   441.4  75.195   416.8
 75.391   407.5  75.391   373.0
 75.586   386.3  75.586   350.2
 75.781   337.8  75.781   288.4
 75.977   294.8  75.977   249.8
 76.172   225.5  76.172   167.8
 76.367   187.4  76.367   134.5
 76.562   118.6  76.562    60.8
 76.758    66.3  76.758    13.8
 76.953     0.0  76.953   -57.1
 77.148   -57.3  77.148  -104.4
 77.344  -128.8  77.344  -182.6
 77.539  -189.4  77.539  -237.9
 77.734  -250.8  77.734  -296.5
 77.930  -292.1  77.930  -332.7
 78.125  -351.7  78.125  -390.8
 78.320  -389.1  78.320  -418.0
 78.516  -426.0  78.516  -453.4
 78.711  -449.1  78.711  -471.5
 78.906  -477.8  78.906  -496.5
 79.102  -496.7  79.102  -499.9
 79.297  -499.9  79.297  -499.9
 79.492  -499.9  79.492  -499.9
 79.688  -499.9  79.688  -499.9
 79.883  -499.9  79.883  -487.8
 80.078  -480.2  80.078  -453.7
 80.273  -464.7  80.273  -431.8
 80.469  -420.5  80.469  -380.4
 80.664  -385.6  80.664  -344.5
 80.859  -326.6  80.859  -275.4
 81.055  -282.3  81.055  -229.7
 81.250  -207.3  81.250  -153.8
 81.445  -155.6  81.445  -102.1
 81.641   -91.4  81.641   -34.2
 81.836   -33.6  81.836    19.7
 82.031    40.8  82.031    98.1
 82.227    89.7  82.227   137.0
 82.422   161.6  82.422   209.4
 82.617   205.0  82.617   245.2
 82.812   269.0  82.812   308.2
 83.008   305.4  83.008   337.2
 83.203   361.7  83.203   387.1
 83.398   387.3  83.398   408.9
 83.594   421.7  83.594   441.7
 83.789   444.7  83.789   456.0
 83.984   464.8  83.984   471.0
 84.180   477.2  84.180   477.5
 84.375   484.8  84.375   479.1
 84.570   483.8  84.570   476.3
 84.766   478.4  84.766   461.4
 84.961   464.3  84.961   444.4
 85.156   441.9  85.156   414.5
 85.352   421.0  85.352   390.5
 85.547   385.8  85.547   340.6
 85.742   353.5  85.742   310.8
 85.938   290.9  85.938   240.9
 86.133   252.0  86.133   206.9
 86.328   177.4  86.328   126.5
 86.523   137.4  86.523    85.7
 86.719    70.0  86.719     6.4
 86.914    13.3  86.914   -35.3
 87.109   -65.7  87.109  -117.5
 87.305  -109.2  87.305  -158.1
 87.500  -183.5  87.500  -238.3
 87.695  -238.4  87.695  -279.5
 87.891  -298.2  87.891  -336.7
 88.086  -329.1  88.086  -367.4
 88.281  -388.2  88.281  -426.5
 88.477  -422.8  88.477  -449.8
 88.672  -456.6  88.672  -478.1
 88.867  -476.7  88.867  -492.9
 89.062  -496.7  89.062  -499.9
 89.258  -499.9  89.258  -499.9
 89.453  -499.9  89.453  -499.9
 89.648  -499.9  89.648  -499.9
 89.844  -499.9  89.844  -486.5
 90.039  -492.5  90.039  -465.4
 90.234  -456.5  90.234  -426.0
 90.430  -430.3  90.430  -394.5
 90.625  -375.2  90.625  -334.3
 90.820  -343.4  90.820  -296.1
 91.016  -272.3  91.016  -217.2
 91.211  -229.4  91.211  -178.5
 91.406  -160.5  91.406  -105.6
 91.602   -99.7  91.602   -48.1
 91.797   -27.2  91.797    28.4
 91.992    17.1  91.992    67.9
 92.188   104.3  92.188   150.7
 92.383   149.7  92.383   195.1
 92.578   220.4  92.578   261.6
 92.773   253.1  92.773   291.5
 92.969   308.1  92.969   342.6
 93.164   344.8  93.164   377.2
 93.359   394.3  93.359   414.2
 93.555   416.1  93.555   432.5
 93.750   445.4  93.750   457.8
 93.945   460.3  93.945   468.3
 94.141   479.4  94.141   478.1
 94.336   483.1  94.336   477.5
 94.531   483.8  94.531   472.8
 94.727   476.5  94.727   464.3
 94.922   463.4  94.922   441.6
 95.117   449.9  95.117   424.4
 95.312   417.9  95.312   384.7
 95.508   387.8  95.508   349.7
 95.703   342.0  95.703   295.8
 95.898   311.8  95.898   268.6
 96.094   249.7  96.094   197.8
 96.289   197.0  96.289   144.8
 96.484   129.3  96.484    70.3
 96.680    87.4  96.680    35.5
 96.875    19.9  96.875   -43.5
 97.070   -51.1  97.070  -101.0
 97.266  -113.4  97.266  -168.1
 97.461  -162.3  97.461  -211.3
 97.656  -226.8  97.656  -282.3
 97.852  -283.3  97.852  -322.7
 98.047  -334.0  98.047  -368.9
 98.242  -370.8  98.242  -402.3
 98.438  -420.5  98.438  -447.5
 98.633  -449.4  98.633  -470.3
 98.828  -478.2  98.828  -495.6
 99.023  -492.8  99.023  -499.9
 99.219  -499.9  99.219  -499.9
 99.414  -499.9  99.414  -499.9
 99.609  -499.9  99.609  -499.9
 99.805  -499.9  99.805  -495.6
100.000  -488.4 100.000  -464.3
100.195  -468.6 100.195  -438.3
100.391  -428.8 100.391  -389.8
100.586  -401.8 100.586  -360.3
100.781  -341.3 100.781  -295.4
100.977  -299.6 100.977  -250.3
101.172  -229.6 101.172  -168.1
101.367  -183.5 101.367  -132.4
101.562  -110.5 101.562   -51.7
101.758   -60.2 101.758    -6.3
101.953    27.8 101.953    80.0
102.148    64.0 102.148   113.1
102.344   136.5 102.344   183.0
102.539   186.5 102.539   232.3
102.734   254.8 102.734   290.2
102.930   287.1 102.930   321.1
103.125   342.4 103.125   372.0
103.320   374.7 103.320   398.2
103.516   414.6 103.516   428.7
103.711   431.2 103.711   448.2
103.906   460.2 103.906   465.1
104.102   470.8 104.102   473.3
104.297   481.1 104.297   477.9
104.492   480.8 104.492   475.9
104.688   479.3 104.688   465.9
104.883   469.3 104.883   453.9
105.078   451.8 105.078   424.9
105.273   432.2 105.273   403.9
105.469   393.9 105.469   356.2
105.664   366.1 105.664   328.7
105.859   312.2 105.859   262.1
106.055   274.0 106.055   220.4
106.250   204.3 106.250   152.6
106.445   172.1 106.445   119.6
106.641    91.5 106.641    33.0
106.836    53.2 106.836     1.0
107.031   -26.1 107.031   -84.9
107.227   -81.4 107.227  -132.3
107.422  -156.0 107.422  -203.5
107.617  -195.7 107.617  -241.4
107.812  -265.7 107.812  -313.3
108.008  -311.7 108.008  -350.7
108.203  -361.7 108.203  -396.3
108.398  -400.0 108.398  -424.5
108.594  -437.5 108.594  -466.1
108.789  -461.7 108.789  -475.9
108.984  -489.7 108.984  -499.9
109.180  -499.9 109.180  -499.9
109.375  -499.9 109.375  -499.9
109.570  -499.9 109.570  -499.9
109.766  -499.9 109.766  -494.4
109.961  -499.9 109.961  -479.4
110.156  -478.3 110.156  -449.8
110.352  -451.1 110.352  -419.9
110.547  -414.6 110.547  -377.0
110.742  -384.5 110.742  -340.9
110.938  -320.6 110.938  -273.7
111.133  -278.7 111.133  -226.9
111.328  -199.3 111.328  -147.8
111.523  -164.5 111.523  -113.2
111.719   -81.7 111.719   -30.9
111.914   -33.1 111.914    20.3
112.109    54.1 112.109    98.4
112.305    83.7 112.305   135.5
112.500   170.2 112.500   214.8
112.695   213.1 112.695   261.3
112.891   268.8 112.891   301.5
113.086   301.3 113.086   334.5
113.281   357.9 113.281   380.5
113.477   380.8 113.477   402.5
113.672   421.2 113.672   440.6
113.867   442.0 113.867   452.3
114.062   465.2 114.062   469.2
114.258   472.3 114.258   475.5
114.453   481.2 114.453   477.6
114.648   482.5 114.648   472.9
114.844   477.7 114.844   461.9
115.039   466.2 115.039   447.9
115.234   449.9 115.234   423.5
115.430   425.0 115.430   395.7
115.625   391.6 115.625   352.8
115.820   356.6 115.820   315.3
116.016   309.2 116.016   260.6
116.211   272.2 116.211   221.4
116.406   211.1 116.406   160.4
116.602   169.2 116.602   115.1
116.797    88.6 116.797    26.6
116.992    42.7 116.992    -9.4
117.188   -44.7 117.188  -102.0
117.383  -119.6 117.383  -170.4
117.578  -171.7 117.578  -227.3
117.773  -207.7 117.773  -255.0
117.969  -261.8 117.969  -313.8
118.164  -311.9 118.164  -353.3
118.359  -379.0 118.359  -411.1
118.555  -402.7 118.555  -431.7
118.750  -448.0 118.750  -473.0
118.945  -466.1 118.945  -484.5
119.141  -499.9 119.141  -499.9
119.336  -499.9 119.336  -499.9
119.531  -499.9 119.531  -499.9
119.727  -499.9 119.727  -499.9
119.922  -499.9 119.922  -491.3
120.117  -498.9 120.117  -478.2
120.312  -476.4 120.312  -446.3
120.508  -452.3 120.508  -414.1
120.703  -403.7 120.703  -359.0
120.898  -371.1 120.898  -325.6
121.094  -302.6 121.094  -255.6
121.289  -262.9 121.289  -207.3
121.484  -176.6 121.484  -121.9
121.680  -143.3 121.680   -94.1
121.875   -65.7 121.875    -9.0
122.070   -41.2 122.070     8.8
122.266    53.7 122.266    99.6
122.461    92.6 122.461   136.0
122.656   180.2 122.656   222.7
122.852   210.1 122.852   247.5
123.047   273.3 123.047   308.7
123.242   308.7 123.242   339.6
123.438   368.8 123.438   391.0
123.633   385.8 123.633   408.1
123.828   427.5 123.828   442.7
124.023   445.1 124.023   456.6
124.219   467.3 124.219   471.8
124.414   476.1 124.414   478.2
124.609   483.4 124.609   477.8
124.805   483.7 124.805   474.7
125.000   474.7 125.000   457.4
125.195   469.0 125.195   448.4
125.391   440.9 125.391   411.7
125.586   426.5 125.586   393.1
125.781   376.2 125.781   338.7
125.977   352.7 125.977   314.9
126.172   295.6 126.172   244.8
126.367   251.1 126.367   198.4
126.562   183.3 126.562   128.1
126.758   144.4 126.758    90.7
126.953    61.0 126.953     1.0
127.148     9.2 127.148   -44.2
127.344   -61.4 127.344  -123.7
127.539  -104.0 127.539  -148.0
127.734  -189.5 127.734  -237.8
127.930  -224.8 127.930  -271.1
128.125  -295.4 128.125  -340.9
128.320  -327.0 128.320  -360.6
128.516  -377.4 128.516  -414.6
128.711  -411.0 128.711  -438.7
128.906  -460.9 128.906  -481.7
129.102  -476.1 129.102  -488.7
129.297  -499.9 129.297  -499.9
129.492  -499.9 129.492  -499.9
129.688  -499.9 129.688  -499.9
129.883  -499.9 129.883  -499.9
130.078  -499.9 130.078  -484.8
130.273  -486.8 130.273  -460.5
130.469  -450.8 130.469  -417.8
130.664  -433.6 130.664  -397.1
130.859  -377.5 130.859  -336.8
131.055  -340.7 131.055  -293.4
131.250  -274.1 131.250  -222.1
131.445  -240.4 131.445  -190.0
131.641  -157.5 131.641   -97.5
131.836  -102.0 131.836   -52.5
132.031   -27.2 132.031    27.3
132.227     3.4 132.227    60.2
132.422    92.3 132.422   141.7
132.617   139.7 132.617   183.0
132.812   223.4 132.812   263.4
133.008   243.8 133.008   281.6
133.203   308.2 133.203   340.7
133.398   342.7 133.398   368.8
133.594   390.3 133.594   411.3
133.789   410.6 133.789   427.7
133.984   443.6 133.984   453.9
134.180   458.4 134.180   466.9
134.375   480.6 134.375   479.9
134.570   483.1 134.570   481.2
134.766   482.7 134.766   472.0
134.961   481.2 134.961   467.9
135.156   466.7 135.156   445.0
135.352   453.6 135.352   428.8
135.547   419.8 135.547   385.1
135.742   394.8 135.742   356.7
135.938   337.2 135.938   288.8
136.133   309.5 136.133   264.6
136.328   250.7 136.328   197.4
136.523   207.3 136.523   156.6
136.719   120.9 136.719    64.0
136.914    91.4 136.914    36.6
137.109    17.0 137.109   -40.0
137.305   -30.7 137.305   -84.8
137.500  -120.7 137.500  -176.2
137.695  -145.6 137.695  -196.0
137.891  -229.1 137.891  -285.4
138.086  -275.8 138.086  -311.3
138.281  -342.8 138.281  -379.4
138.477  -361.5 138.477  -398.0
138.672  -413.6 138.672  -440.6
138.867  -441.0 138.867  -464.1
139.062  -482.0 139.062  -499.2
139.258  -490.0 139.258  -499.9
139.453  -499.9 139.453  -499.9
139.648  -499.9 139.648  -499.9
139.844  -499.9 139.844  -499.9
140.039  -499.9 140.039  -495.1
140.234  -492.2 140.234  -468.5
140.430  -472.9 140.430  -445.7
140.625  -431.4 140.625  -396.9
140.820  -408.6 140.820  -368.2
141.016  -352.5 141.016  -306.9
141.211  -320.7 141.211  -266.4
141.406  -243.6 141.406  -190.5
141.602  -197.7 141.602  -148.5
141.797  -114.3 141.797   -57.1
141.992   -60.3 141.992    -6.1
142.188    21.0 142.188    71.5
142.383    59.2 142.383   108.2
142.578   134.6 142.578   184.1
142.773   175.4 142.773   218.7
142.969   244.4 142.969   286.5
143.164   279.3 143.164   314.9
143.359   337.4 143.359   365.3
143.555   365.2 143.555   388.1
143.750   412.8 143.750   431.5
143.945   429.8 143.945   442.8
144.141   459.4 144.141   466.7
144.336   471.2 144.336   475.3
144.531   481.2 144.531   476.6
144.727   484.1 144.727   477.2
144.922   478.6 144.922   464.2
145.117   474.5 145.117   457.9
145.312   447.4 145.312   421.0
145.508   437.3 145.508   407.6
145.703   397.4 145.703   359.0
145.898   371.0 145.898   326.7
146.094   309.5 146.094   264.9
146.289   279.0 146.289   234.2
146.484   207.8 146.484   151.2
146.680   167.0 146.680   113.8
146.875    85.3 146.875    33.8
147.070    50.0 147.070    -6.8
147.266   -37.5 147.266   -95.7
147.461   -79.1 147.461  -130.2
147.656  -156.4 147.656  -211.6
147.852  -196.0 147.852  -246.1
148.047  -277.5 148.047  -318.7
148.242  -303.6 148.242  -345.0
148.438  -374.2 148.438  -408.3
148.633  -390.6 148.633  -417.6
148.828  -444.7 148.828  -470.8
149.023  -457.5 149.023  -477.6
149.219  -495.4 149.219  -499.9
149.414  -499.9 149.414  -499.9
149.609  -499.9 149.609  -499.9
149.805  -499.9 149.805  -499.9
150.000  -499.9 150.000  -487.6
150.195  -493.7 150.195  -473.3
150.391  -470.2 150.391  -441.8
150.586  -446.9 150.586  -411.4
150.781  -391.3 150.781  -352.1
150.977  -365.6 150.977  -320.0
151.172  -299.2 151.172  -247.2
151.367  -255.8 151.367  -199.6
151.562  -176.6 151.562  -127.3
151.758  -142.0 151.758   -90.0
151.953   -58.7 151.953    -9.6
152.148   -10.6 152.148    36.0
152.344    64.8 152.344   118.1
152.539   103.9 152.539   154.9
152.734   182.5 152.734   224.8
152.930   224.4 152.930   265.2
153.125   294.0 153.125   332.8
153.320   315.9 153.320   346.3
153.516   374.8 153.516   397.2
153.711   394.0 153.711   416.2
153.906   433.6 153.906   447.8
154.102   447.7 154.102   456.1
154.297   469.9 154.297   472.3
154.492   478.4 154.492   480.0
154.688   482.7 154.688   474.6
154.883   481.5 154.883   469.9
155.078   469.5 155.078   450.3
155.273   460.3 155.273   438.4
155.469   430.0 155.469   397.1
155.664   412.6 155.664   380.8
155.859   365.1 155.859   326.4
156.055   334.3 156.055   289.7
156.250   269.3 156.250   220.6
156.445   245.1 156.445   192.7
156.641   169.1 156.641   112.4
156.836   122.5 156.836    69.5
157.031    31.5 157.031   -23.9
157.227     1.6 157.227   -54.1
157.422   -80.1 157.422  -133.9
157.617  -124.4 157.617  -176.7
157.812  -212.7 157.812  -262.8
158.008  -242.1 158.008  -286.5
158.203  -306.2 158.203  -349.0
158.398  -341.8 158.398  -375.9
158.594  -407.5 158.594  -437.1
158.789  -419.2 158.789  -446.3
158.984  -463.6 158.984  -483.1
159.180  -480.4 159.180  -496.9
159.375  -499.9 159.375  -499.9
159.570  -499.9 159.570  -499.9
159.766  -499.9 159.766  -499.9
159.961  -499.9 159.961  -498.2
160.156  -498.7 160.156  -479.0
160.352  -483.3 160.352  -458.3
160.547  -448.8 160.547  -417.4
160.742  -425.0 160.742  -386.2
160.938  -371.6 160.938  -327.3
161.133  -339.8 161.133  -293.7
161.328  -265.2 161.328  -209.7
161.523  -219.8 161.523  -171.1
161.719  -144.2 161.719   -85.2
161.914   -99.4 161.914   -45.4
162.109   -15.9 162.109    35.4
162.305    31.7 162.305    78.8
162.500   106.7 162.500   157.1
162.695   149.8 162.695   192.9
162.891   222.9 162.891   265.8
163.086   263.5 163.086   303.9
163.281   323.3 163.281   355.8
163.477   348.8 163.477   374.5
163.672   396.2 163.672   417.1
163.867   418.9 163.867   435.3
164.062   451.6 164.062   461.3
164.258   463.3 164.258   468.0
164.453   474.9 164.453   474.1
164.648   478.6 164.648   476.8
164.844   481.1 164.844   469.9
165.039   477.7 165.039   466.1
165.234   460.6 165.234   438.2
165.430   445.1 165.430   419.1
165.625   409.5 165.625   372.9
165.820   385.5 165.820   346.8
166.016   334.4 166.016   285.7
166.211   296.2 166.211   250.2
166.406   237.0 166.406   180.1
166.602   198.9 166.602   146.4
166.797   112.6 166.797    53.9
166.992    68.2 166.992    16.4
167.188   -17.8 167.188   -73.2
167.383   -46.9 167.383  -100.6
167.578  -135.4 167.578  -187.6
167.773  -175.3 167.773  -216.1
167.969  -258.1 167.969  -300.2
168.164  -281.7 168.164  -321.7
168.359  -342.1 168.359  -374.9
168.555  -379.2 168.555  -406.4
168.750  -433.0 168.750  -458.0
168.945  -445.7 168.945  -471.4
169.141  -479.6 169.141  -496.2
169.336  -497.9 169.336  -499.9
169.531  -499.9 169.531  -499.9
169.727  -499.9 169.727  -499.9
169.922  -499.9 169.922  -499.9
170.117  -499.9 170.117  -488.5
170.312  -481.8 170.312  -453.7
170.508  -466.6 170.508  -434.4
170.703  -422.1 170.703  -385.2
170.898  -386.4 170.898  -345.8
171.094  -327.2 171.094  -278.0
171.289  -292.9 171.289  -241.5
171.484  -215.2 171.484  -158.0
171.680  -169.8 171.680  -115.6
171.875   -79.7 171.875   -21.0
172.070   -53.0 172.070     3.1
172.266    29.2 172.266    84.8
172.461    84.5 172.461   131.8
172.656   159.6 172.656   205.9
172.852   189.1 172.852   236.5
173.047   264.8 173.047   302.5
173.242   304.5 173.242   341.1
